3/3/2026	9:58 AM
Pseudo Cross Correlation
Scattering angle:	48.01
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	1.001
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	129.5
Average Count rate  B (kHz):	118.7
Intercept:	0.8051
Cumulant 1st	51.6680
Cumulant 2nd	34.2828	34.3612
Cumulant 3rd	26.3812	36.4593

Lag time (s)         g2-1
1.25E-08	0.802087
2.5E-08	0.849613
3.75E-08	0.835781
5E-08	0.776551
6.25E-08	0.78861
7.5E-08	0.830106
8.75E-08	0.7879
1E-07	0.830461
1.125E-07	0.819466
1.25E-07	0.756335
1.375E-07	0.825141
1.5E-07	0.841101
1.625E-07	0.779743
1.75E-07	0.808471
1.875E-07	0.843938
2E-07	0.818757
2.125E-07	0.780984
2.375E-07	0.833121
2.625E-07	0.804215
2.875E-07	0.804393
3.125E-07	0.77726
3.375E-07	0.826737
3.625E-07	0.802087
3.875E-07	0.797299
4.125E-07	0.805191
4.625E-07	0.809624
5.125E-07	0.793043
5.625E-07	0.819289
6.125E-07	0.799782
6.625E-07	0.805723
7.125E-07	0.800137
7.625E-07	0.813703
8.125E-07	0.806964
9.125E-07	0.799072
1.0125E-06	0.810511
1.1125E-06	0.801511
1.2125E-06	0.803816
1.3125E-06	0.805412
1.4125E-06	0.805013
1.5125E-06	0.80058
1.6125E-06	0.803949
1.8125E-06	0.79854
2.0125E-06	0.815476
2.2125E-06	0.799649
2.4125E-06	0.797565
2.6125E-06	0.798563
2.8125E-06	0.810511
3.0125E-06	0.811286
3.2125E-06	0.805013
3.6125E-06	0.806742
4.0125E-06	0.798829
4.4125E-06	0.800203
4.8125E-06	0.80058
5.2125E-06	0.804226
5.6125E-06	0.801167
6.0125E-06	0.800746
6.4125E-06	0.801899
7.2125E-06	0.798031
8.0125E-06	0.797997
8.8125E-06	0.794318
9.6125E-06	0.791342
1.04125E-05	0.788166
1.12125E-05	0.790749
1.20125E-05	0.787385
1.28125E-05	0.787297
1.44125E-05	0.782437
1.60125E-05	0.780717
1.76125E-05	0.780171
1.92125E-05	0.771918
2.08125E-05	0.769535
2.24125E-05	0.769316
2.40125E-05	0.768715
2.56125E-05	0.766772
2.88125E-05	0.763603
3.20125E-05	0.755551
3.52125E-05	0.752036
3.84125E-05	0.747908
4.16125E-05	0.74284
4.48125E-05	0.738587
4.80125E-05	0.733448
5.12125E-05	0.732664
5.76125E-05	0.72023
6.40125E-05	0.713887
7.04125E-05	0.70654
7.68125E-05	0.700976
8.32125E-05	0.690247
8.96125E-05	0.683967
9.60125E-05	0.680495
0.000102413	0.672085
0.000115213	0.661132
0.000128013	0.649062
0.000140813	0.63635
0.000153613	0.628137
0.000166413	0.617189
0.000179213	0.60808
0.000192013	0.598316
0.000204813	0.591121
0.000230413	0.576701
0.000256013	0.562703
0.000281613	0.549735
0.000307213	0.53727
0.000332813	0.526743
0.000358413	0.517867
0.000384013	0.508958
0.000409613	0.500174
0.000460813	0.483447
0.000512013	0.468482
0.000563213	0.455521
0.000614413	0.442803
0.000665613	0.430603
0.000716813	0.420935
0.000768013	0.410405
0.000819213	0.400114
0.000921613	0.38176
0.00102401	0.362663
0.00112641	0.346207
0.00122881	0.330036
0.00133121	0.315217
0.00143361	0.301139
0.00153601	0.287415
0.00163841	0.274844
0.00184321	0.252617
0.00204801	0.231701
0.00225281	0.212155
0.00245761	0.193744
0.00266241	0.177383
0.00286721	0.163058
0.00307201	0.150408
0.00327681	0.140262
0.00368641	0.118596
0.00409601	0.0996878
0.00450561	0.084456
0.00491521	0.0744847
0.00532481	0.065942
0.00573441	0.0574725
0.00614401	0.0509195
0.00655361	0.0466862
0.00737281	0.0397573
0.00819201	0.0333817
0.00901121	0.0269489
0.00983041	0.0230912
0.0106496	0.0194559
0.0114688	0.0212323
0.012288	0.0217516
0.0131072	0.0233225
0.0147456	0.0268287
0.016384	0.0219638
0.0180224	0.0173922
0.0196608	0.0212562
0.0212992	0.0125307
0.0229376	0.00208849
0.024576	0.000783727
0.0262144	0.00376932
0.0294912	0.00973532
0.032768	0.00574104
0.0360448	0.00729711
0.0393216	0.0105322
0.0425984	0.0135418
0.0458752	0.0124852
0.049152	0.0118133
0.0524288	0.00703666
0.0589824	0.0156363
0.065536	0.00436984
0.0720896	0.0120335
0.0786432	0.00779836
0.0851968	0.0127416
0.0917504	0.0161262
0.098304	0.0194381
0.104858	0.0269398
0.117965	0.00888733
0.131072	0.0028496
0.144179	0.00848868
0.157286	0.00996453
0.170394	0.0115189
0.183501	0.0126399
0.196608	0.0149963
0.209715	0.0171659
0.23593	0.0112879
0.262144	0.00640386
0.288358	0.00826166
0.314573	0.0201126
0.340787	0.0117094
0.367002	0.0131022
0.393216	0.0112492
0.41943	0.0136466
0.471859	0.0182424
0.524288	0.0181369
0.576717	0.0159202
0.629146	0.016464
0.681574	0.0161833
0.734003	0.0170535
0.786432	0.0166974
0.838861	0.0167879
0.943718	0.0178358
1.04858	0.020876
1.15343	0.0213925
1.25829	0.0255677
1.36315	0.0231715
1.46801	0.0264279
1.57286	0.0258946
1.67772	0.02627
1.88744	0.0278696
2.09715	0.0295053
2.30687	0.035471
2.51658	0.0346602
2.7263	0.0392941
2.93601	0.0385862
3.14573	0.0429467
3.35544	0.0466274
3.77487	0.0525068
4.1943	0.0584669
4.61373	0.0643381
5.03316	0.0729835
5.4526	0.0696265
5.87203	0.0799796
6.29146	0.0855499
6.71089	0.0854532
7.54975	0.0958872
8.38861	0.0998247
9.22747	0.0961719
10.0663	0.110953
10.9052	0.126572
11.7441	0.149818
12.5829	0.178128

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	124.530792	111.656189
0.052429	82.225800	74.806213
0.104858	91.171265	83.961487
0.157286	87.089539	77.018738
0.209715	113.048553	103.092194
0.262144	126.800537	117.721558
0.314573	126.800537	115.299225
0.367002	116.577148	109.729767
0.419430	109.043121	100.002289
0.471859	100.879669	94.203949
0.524288	117.206573	107.727051
0.576717	102.519989	93.021393
0.629146	147.991180	137.939453
0.681574	94.223022	87.070465
0.734003	122.356415	110.454559
0.786432	87.985992	81.233978
0.838861	82.283020	75.225830
0.891290	93.250275	86.994171
0.943718	112.075806	101.242065
0.996147	117.416382	110.301971
1.048576	131.778717	118.122101
1.101005	126.762390	115.623474
1.153434	117.111206	108.604431
1.205862	96.855164	90.503693
1.258291	102.291107	94.528198
1.310720	82.492828	78.659058
1.363149	110.168457	104.808807
1.415578	121.173859	109.634399
1.468006	101.108551	90.770721
1.520435	93.212128	83.026886
1.572864	173.473358	160.026550
1.625293	94.909668	89.530945
1.677722	122.585297	109.958649
1.730150	146.789551	130.310059
1.782579	108.013153	99.334717
1.835008	116.138458	103.683472
1.887437	117.263794	106.887817
1.939866	112.838745	100.669861
1.992294	102.329254	93.765259
2.044723	94.165802	88.233948
2.097152	92.430115	82.607269
2.149581	125.370026	113.983154
2.202010	108.776093	102.081299
2.254438	159.473419	147.895813
2.306867	138.187408	124.912262
2.359296	123.233795	114.173889
2.411725	85.716248	75.511932
2.464154	120.811462	110.435486
2.516582	79.536438	73.642731
2.569011	74.081421	69.103241
2.621440	115.280151	106.697083
2.673869	152.301788	138.912201
2.726298	95.195770	88.214874
2.778726	154.552460	142.230988
2.831155	92.506409	83.637238
2.883584	108.833313	99.048615
2.936013	143.547058	132.541656
2.988442	103.130341	93.879700
3.040870	102.500916	93.917847
3.093299	83.274841	76.828003
3.145728	109.348297	101.299286
3.198157	61.283112	56.629181
3.250586	124.664307	114.765167
3.303014	95.844269	87.242126
3.355443	117.855072	110.034943
3.407872	116.157532	108.337402
3.460301	118.408203	106.258392
3.512730	89.893341	82.740784
3.565158	87.566376	83.045959
3.617587	150.623322	138.874054
3.670016	153.846741	140.609741
3.722445	129.928589	116.634369
3.774874	104.827881	96.588135
3.827302	92.239380	81.157684
3.879731	136.508942	121.517181
3.932160	123.844147	113.544464
