3/3/2026	9:58 AM
Pseudo Cross Correlation
Scattering angle:	48.01
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	1.001
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	85.0
Average Count rate  B (kHz):	78.2
Intercept:	0.9318
Cumulant 1st	41.4390
Cumulant 2nd	26.6832	26.5162
Cumulant 3rd	20.2843	27.3061

Lag time (s)         g2-1
1.25E-08	0.955802
2.5E-08	0.881147
3.75E-08	0.939395
5E-08	0.870482
6.25E-08	0.935293
7.5E-08	0.980414
8.75E-08	0.940215
1E-07	0.935293
1.125E-07	0.998463
1.25E-07	0.954982
1.375E-07	0.941856
1.5E-07	0.895914
1.625E-07	0.985336
1.75E-07	0.898375
1.875E-07	0.858176
2E-07	0.914783
2.125E-07	0.90822
2.375E-07	0.944727
2.625E-07	0.988208
2.875E-07	0.92832
3.125E-07	0.957443
3.375E-07	1.00215
3.625E-07	0.904528
3.875E-07	0.905759
4.125E-07	0.943497
4.625E-07	0.96175
5.125E-07	0.915809
5.625E-07	0.9718
6.125E-07	0.909656
6.625E-07	0.922577
7.125E-07	0.90904
7.625E-07	0.942881
8.125E-07	0.942266
9.125E-07	0.926576
1.0125E-06	0.926166
1.1125E-06	0.930268
1.2125E-06	0.937344
1.3125E-06	0.958879
1.4125E-06	0.940625
1.5125E-06	0.934883
1.6125E-06	0.926525
1.8125E-06	0.919295
2.0125E-06	0.937087
2.2125E-06	0.940574
2.4125E-06	0.925602
2.6125E-06	0.920372
2.8125E-06	0.920423
3.0125E-06	0.931499
3.2125E-06	0.936549
3.6125E-06	0.933421
4.0125E-06	0.930832
4.4125E-06	0.928525
4.8125E-06	0.936062
5.2125E-06	0.913681
5.6125E-06	0.91386
6.0125E-06	0.926448
6.4125E-06	0.92
7.2125E-06	0.911912
8.0125E-06	0.918757
8.8125E-06	0.907182
9.6125E-06	0.914116
1.04125E-05	0.911335
1.12125E-05	0.9024
1.20125E-05	0.908348
1.28125E-05	0.899766
1.44125E-05	0.900189
1.60125E-05	0.890716
1.76125E-05	0.896568
1.92125E-05	0.887447
2.08125E-05	0.887556
2.24125E-05	0.880668
2.40125E-05	0.872547
2.56125E-05	0.873002
2.88125E-05	0.869227
3.20125E-05	0.86251
3.52125E-05	0.842318
3.84125E-05	0.846311
4.16125E-05	0.84621
4.48125E-05	0.840243
4.80125E-05	0.833686
5.12125E-05	0.822721
5.76125E-05	0.814365
6.40125E-05	0.800053
7.04125E-05	0.791631
7.68125E-05	0.778303
8.32125E-05	0.767282
8.96125E-05	0.758331
9.60125E-05	0.751199
0.000102413	0.741954
0.000115213	0.726337
0.000128013	0.711803
0.000140813	0.698078
0.000153613	0.684489
0.000166413	0.67109
0.000179213	0.660438
0.000192013	0.650325
0.000204813	0.638339
0.000230413	0.622102
0.000256013	0.604198
0.000281613	0.590469
0.000307213	0.576981
0.000332813	0.563567
0.000358413	0.553622
0.000384013	0.543245
0.000409613	0.532029
0.000460813	0.513016
0.000512013	0.495774
0.000563213	0.479346
0.000614413	0.467517
0.000665613	0.453783
0.000716813	0.441352
0.000768013	0.430217
0.000819213	0.41928
0.000921613	0.3989
0.00102401	0.378694
0.00112641	0.35977
0.00122881	0.343814
0.00133121	0.329407
0.00143361	0.31478
0.00153601	0.299927
0.00163841	0.286243
0.00184321	0.26108
0.00204801	0.241783
0.00225281	0.221489
0.00245761	0.203869
0.00266241	0.186267
0.00286721	0.173832
0.00307201	0.161803
0.00327681	0.147849
0.00368641	0.127682
0.00409601	0.113565
0.00450561	0.100096
0.00491521	0.0882509
0.00532481	0.0772704
0.00573441	0.0714479
0.00614401	0.0658163
0.00655361	0.0589442
0.00737281	0.0486105
0.00819201	0.0399464
0.00901121	0.0332557
0.00983041	0.0237031
0.0106496	0.0202652
0.0114688	0.0113723
0.012288	0.00773031
0.0131072	0.00233583
0.0147456	-0.00967008
0.016384	-0.0111831
0.0180224	-0.0100732
0.0196608	-0.00862379
0.0212992	-7.59937E-06
0.0229376	-0.00314177
0.024576	-0.0143569
0.0262144	-0.0144585
0.0294912	-0.0130113
0.032768	-0.00712749
0.0360448	-0.00447184
0.0393216	0.00637156
0.0425984	0.00899262
0.0458752	0.00968578
0.049152	0.00856153
0.0524288	0.0110809
0.0589824	0.00428311
0.065536	-0.00635807
0.0720896	-0.00320616
0.0786432	-0.00847023
0.0851968	-0.0104111
0.0917504	-0.00647627
0.098304	-0.00707457
0.104858	-0.00776358
0.117965	-0.00183994
0.131072	-0.00192654
0.144179	-0.00487516
0.157286	-0.00378737
0.170394	0.00409291
0.183501	0.0107572
0.196608	0.0101374
0.209715	0.00547985
0.23593	0.0125151
0.262144	0.00734752
0.288358	0.00364258
0.314573	0.000886965
0.340787	-0.00299552
0.367002	0.00605895
0.393216	0.00554227
0.41943	0.00456322
0.471859	0.000147067
0.524288	0.00237727
0.576717	0.00954489
0.629146	0.00648567
0.681574	0.0023315
0.734003	0.00110557
0.786432	0.0107304
0.838861	0.0100638
0.943718	-0.00019282
1.04858	0.00911944
1.15343	0.00141566
1.25829	0.0077866
1.36315	0.00269074
1.46801	0.0085862
1.57286	0.00696645
1.67772	0.00615932
1.88744	0.00870294
2.09715	0.0113359
2.30687	0.0129736
2.51658	0.0122531
2.7263	0.0140215
2.93601	0.0159432
3.14573	0.0167164
3.35544	0.0184254
3.77487	0.0225776
4.1943	0.0232495
4.61373	0.0280501
5.03316	0.0283293
5.4526	0.0251766
5.87203	0.0231804
6.29146	0.0235271
6.71089	0.0216389
7.54975	0.0276533
8.38861	0.0335065
9.22747	0.0537655
10.0663	0.0566155
10.9052	0.0439014
11.7441	0.0652192
12.5829	0.107854

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	83.122253	74.348450
0.052429	76.293945	71.563721
0.104858	79.841614	75.874329
0.157286	68.969727	63.858032
0.209715	82.492828	75.206757
0.262144	94.299316	86.212158
0.314573	119.609833	115.451813
0.367002	59.585571	52.585602
0.419430	46.749115	42.533875
0.471859	67.272186	63.533783
0.524288	82.511902	73.242188
0.576717	92.449188	82.435608
0.629146	87.146759	79.746246
0.681574	70.819855	61.264038
0.734003	80.451965	74.615479
0.786432	84.838867	78.735352
0.838861	61.702728	58.383942
0.891290	87.051392	80.699921
0.943718	78.449249	74.844360
0.996147	85.868835	77.552795
1.048576	96.073151	89.912415
1.101005	68.664551	62.122345
1.153434	94.909668	87.699890
1.205862	61.569214	57.411194
1.258291	79.994202	73.986053
1.310720	80.242157	71.353912
1.363149	55.522919	52.509308
1.415578	106.925964	98.628998
1.468006	69.141388	62.427521
1.520435	65.689087	58.212280
1.572864	87.757111	80.451965
1.625293	108.699799	98.438263
1.677722	79.097748	74.768066
1.730150	68.454742	63.648224
1.782579	58.822632	52.795410
1.835008	104.331970	94.928741
1.887437	55.999756	51.708221
1.939866	76.007843	70.343018
1.992294	83.656311	78.220367
2.044723	64.830780	58.784485
2.097152	60.253143	57.678223
2.149581	64.582825	59.375763
2.202010	88.043213	82.817078
2.254438	93.841553	83.389282
2.306867	64.907074	58.727264
2.359296	96.015930	86.421967
2.411725	84.190369	79.135895
2.464154	91.514587	83.866119
2.516582	87.604523	79.326630
2.569011	87.165833	81.176758
2.621440	97.007751	89.588165
2.673869	79.002380	71.220398
2.726298	78.887939	73.375702
2.778726	68.988800	66.490173
2.831155	105.075836	95.329285
2.883584	79.746246	72.250366
2.936013	67.901611	61.607361
2.988442	73.528290	68.626404
3.040870	87.547302	78.620911
3.093299	66.947937	60.825348
3.145728	90.389252	82.817078
3.198157	98.800659	95.176697
3.250586	67.729950	64.888000
3.303014	89.187622	81.367493
3.355443	64.678192	58.689117
3.407872	71.086884	66.146851
3.460301	80.871582	75.340271
3.512730	76.751709	68.264008
3.565158	74.615479	71.601868
3.617587	72.174072	67.043304
3.670016	72.727203	66.204071
3.722445	104.293823	94.184875
3.774874	88.748932	81.233978
3.827302	61.416626	57.125092
