3/3/2026	10:4 AM
Pseudo Cross Correlation
Scattering angle:	59.99
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	1.002
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	56.6
Average Count rate  B (kHz):	52.1
Intercept:	0.8811
Cumulant 1st	24.9003
Cumulant 2nd	16.5112	16.4091
Cumulant 3rd	13.6955	17.6398

Lag time (s)         g2-1
1.25E-08	0.929945
2.5E-08	0.864718
3.75E-08	0.860881
5E-08	0.855126
6.25E-08	0.858963
7.5E-08	0.931864
8.75E-08	0.937619
1E-07	0.958722
1.125E-07	0.824431
1.25E-07	0.956803
1.375E-07	0.872392
1.5E-07	0.812921
1.625E-07	0.968314
1.75E-07	0.853208
1.875E-07	0.834023
2E-07	0.891576
2.125E-07	0.840738
2.375E-07	0.893495
2.625E-07	0.975028
2.875E-07	0.919394
3.125E-07	0.916516
3.375E-07	0.876229
3.625E-07	0.852248
3.875E-07	0.834023
4.125E-07	0.818196
4.625E-07	0.866157
5.125E-07	0.85033
5.625E-07	0.84985
6.125E-07	0.865678
6.625E-07	0.91172
7.125E-07	0.881984
7.625E-07	0.873351
8.125E-07	0.907164
9.125E-07	0.86208
1.0125E-06	0.897092
1.1125E-06	0.858963
1.2125E-06	0.895653
1.3125E-06	0.857764
1.4125E-06	0.866637
1.5125E-06	0.860402
1.6125E-06	0.858843
1.8125E-06	0.875509
2.0125E-06	0.876229
2.2125E-06	0.858723
2.4125E-06	0.868076
2.6125E-06	0.873471
2.8125E-06	0.854647
3.0125E-06	0.876948
3.2125E-06	0.85045
3.6125E-06	0.852788
4.0125E-06	0.867476
4.4125E-06	0.857764
4.8125E-06	0.864419
5.2125E-06	0.851589
5.6125E-06	0.860462
6.0125E-06	0.867116
6.4125E-06	0.856657
7.2125E-06	0.848146
8.0125E-06	0.85603
8.8125E-06	0.850035
9.6125E-06	0.827133
1.04125E-05	0.852433
1.12125E-05	0.826444
1.20125E-05	0.825904
1.28125E-05	0.821873
1.44125E-05	0.817766
1.60125E-05	0.819729
1.76125E-05	0.802029
1.92125E-05	0.795569
2.08125E-05	0.791118
2.24125E-05	0.791492
2.40125E-05	0.784343
2.56125E-05	0.777968
2.88125E-05	0.764928
3.20125E-05	0.753523
3.52125E-05	0.740603
3.84125E-05	0.739164
4.16125E-05	0.724334
4.48125E-05	0.71104
4.80125E-05	0.703443
5.12125E-05	0.696071
5.76125E-05	0.679618
6.40125E-05	0.660463
7.04125E-05	0.647951
7.68125E-05	0.631786
8.32125E-05	0.617711
8.96125E-05	0.604445
9.60125E-05	0.597708
0.000102413	0.58503
0.000115213	0.564404
0.000128013	0.542874
0.000140813	0.522811
0.000153613	0.508027
0.000166413	0.496973
0.000179213	0.482909
0.000192013	0.470244
0.000204813	0.459539
0.000230413	0.441624
0.000256013	0.424521
0.000281613	0.408456
0.000307213	0.39715
0.000332813	0.382421
0.000358413	0.372196
0.000384013	0.361093
0.000409613	0.351089
0.000460813	0.333776
0.000512013	0.318656
0.000563213	0.304768
0.000614413	0.291516
0.000665613	0.278798
0.000716813	0.267499
0.000768013	0.259264
0.000819213	0.246698
0.000921613	0.226348
0.00102401	0.206835
0.00112641	0.191859
0.00122881	0.176482
0.00133121	0.161615
0.00143361	0.150234
0.00153601	0.138255
0.00163841	0.126784
0.00184321	0.105934
0.00204801	0.0885754
0.00225281	0.0751257
0.00245761	0.0662269
0.00266241	0.0584375
0.00286721	0.0510652
0.00307201	0.044466
0.00327681	0.041222
0.00368641	0.036842
0.00409601	0.0326965
0.00450561	0.0286081
0.00491521	0.0259485
0.00532481	0.0205319
0.00573441	0.0129747
0.00614401	0.0124607
0.00655361	0.0116452
0.00737281	0.00854579
0.00819201	0.0020532
0.00901121	-0.000503696
0.00983041	-0.00139723
0.0106496	-0.00342509
0.0114688	-0.00166473
0.012288	0.00131578
0.0131072	-0.000234094
0.0147456	-0.00293097
0.016384	-0.00432759
0.0180224	-0.00703025
0.0196608	-0.0042067
0.0212992	-0.00146103
0.0229376	0.000863393
0.024576	0.00282729
0.0262144	0.00238495
0.0294912	-0.00051974
0.032768	-0.00660936
0.0360448	0.00369095
0.0393216	0.000828855
0.0425984	0.00208708
0.0458752	-0.00308372
0.049152	-0.00106786
0.0524288	-0.00321949
0.0589824	-0.00214646
0.065536	0.00424734
0.0720896	0.000462662
0.0786432	0.00407959
0.0851968	0.00756018
0.0917504	-0.00165515
0.098304	0.00503488
0.104858	0.00470201
0.117965	0.00109478
0.131072	0.000668118
0.144179	-0.00143583
0.157286	-0.00341999
0.170394	-0.001541
0.183501	-0.00302348
0.196608	-0.00719923
0.209715	-0.00157694
0.23593	0.000627828
0.262144	-0.00277797
0.288358	-0.00263036
0.314573	-0.000366719
0.340787	-0.000887339
0.367002	0.000782067
0.393216	0.000381679
0.41943	0.00147625
0.471859	0.000423604
0.524288	-0.00246814
0.576717	-0.000566748
0.629146	-0.00256983
0.681574	0.000313132
0.734003	-0.00237023
0.786432	-0.00122211
0.838861	-5.16055E-05
0.943718	-0.00348015
1.04858	-0.00092957
1.15343	-0.00306
1.25829	-0.00229996
1.36315	-0.000400953
1.46801	0.000471049
1.57286	-0.0021627
1.67772	-0.00137581
1.88744	0.000426098
2.09715	0.00157459
2.30687	-0.000634548
2.51658	0.00268042
2.7263	0.00351569
2.93601	0.00741828
3.14573	0.0074478
3.35544	0.00768107
3.77487	0.00744603
4.1943	0.00656665
