3/3/2026	10:8 AM
Pseudo Cross Correlation
Scattering angle:	70.00
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	48.8
Average Count rate  B (kHz):	44.9
Intercept:	0.8980
Cumulant 1st	24.9178
Cumulant 2nd	16.6624	15.5331
Cumulant 3rd	13.3906	16.4186

Lag time (s)         g2-1
1.25E-08	0.807438
2.5E-08	0.88338
3.75E-08	0.873255
5E-08	0.906163
6.25E-08	0.825158
7.5E-08	0.93654
8.75E-08	1.03527
1E-07	0.913758
1.125E-07	0.845409
1.25E-07	0.941603
1.375E-07	0.896038
1.5E-07	0.956792
1.625E-07	0.997295
1.75E-07	0.916289
1.875E-07	0.898569
2E-07	0.913758
2.125E-07	0.85174
2.375E-07	0.898572
2.625E-07	0.901103
2.875E-07	0.91376
3.125E-07	0.885915
3.375E-07	0.873257
3.625E-07	0.868195
3.875E-07	0.873257
4.125E-07	0.890345
4.625E-07	0.916292
5.125E-07	0.95806
5.625E-07	0.849842
6.125E-07	0.898572
6.625E-07	0.889079
7.125E-07	0.907432
7.625E-07	0.960592
8.125E-07	0.91819
9.125E-07	0.864397
1.0125E-06	0.881485
1.1125E-06	0.891294
1.2125E-06	0.906482
1.3125E-06	0.8606
1.4125E-06	0.875156
1.5125E-06	0.870726
1.6125E-06	0.909805
1.8125E-06	0.863765
2.0125E-06	0.865188
2.2125E-06	0.886547
2.4125E-06	0.876105
2.6125E-06	0.902369
2.8125E-06	0.868353
3.0125E-06	0.889237
3.2125E-06	0.874602
3.6125E-06	0.892955
4.0125E-06	0.892085
4.4125E-06	0.867324
4.8125E-06	0.85973
5.2125E-06	0.874444
5.6125E-06	0.868986
6.0125E-06	0.861866
6.4125E-06	0.842682
7.2125E-06	0.841061
8.0125E-06	0.829907
8.8125E-06	0.84909
9.6125E-06	0.828324
1.04125E-05	0.829986
1.12125E-05	0.832636
1.20125E-05	0.814916
1.28125E-05	0.816834
1.44125E-05	0.808765
1.60125E-05	0.793675
1.76125E-05	0.78976
1.92125E-05	0.793458
2.08125E-05	0.778724
2.24125E-05	0.767471
2.40125E-05	0.775243
2.56125E-05	0.75426
2.88125E-05	0.739121
3.20125E-05	0.723932
3.52125E-05	0.715389
3.84125E-05	0.709396
4.16125E-05	0.697056
4.48125E-05	0.679771
4.80125E-05	0.665581
5.12125E-05	0.656335
5.76125E-05	0.637077
6.40125E-05	0.619179
7.04125E-05	0.598458
7.68125E-05	0.589959
8.32125E-05	0.569347
8.96125E-05	0.561777
9.60125E-05	0.542742
0.000102413	0.532724
0.000115213	0.508456
0.000128013	0.491107
0.000140813	0.470148
0.000153613	0.461903
0.000166413	0.443661
0.000179213	0.431268
0.000192013	0.424715
0.000204813	0.411757
0.000230413	0.390929
0.000256013	0.372725
0.000281613	0.360686
0.000307213	0.346853
0.000332813	0.339226
0.000358413	0.326653
0.000384013	0.31519
0.000409613	0.302301
0.000460813	0.285099
0.000512013	0.269737
0.000563213	0.252586
0.000614413	0.240384
0.000665613	0.226983
0.000716813	0.213211
0.000768013	0.20117
0.000819213	0.188522
0.000921613	0.170638
0.00102401	0.153866
0.00112641	0.136992
0.00122881	0.121446
0.00133121	0.110084
0.00143361	0.0994061
0.00153601	0.090433
0.00163841	0.0797935
