3/3/2026	11:8 AM
Pseudo Cross Correlation
Scattering angle:	27.99
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	145.8
Average Count rate  B (kHz):	133.7
Intercept:	0.8060
Cumulant 1st	72.9392
Cumulant 2nd	46.2500	45.5878
Cumulant 3rd	33.1394	44.4656

Lag time (s)         g2-1
1.25E-08	0.815851
2.5E-08	0.815271
3.75E-08	0.829186
5E-08	0.812083
6.25E-08	0.823968
7.5E-08	0.836433
8.75E-08	0.781355
1E-07	0.788022
1.125E-07	0.782514
1.25E-07	0.809184
1.375E-07	0.838752
1.5E-07	0.803676
1.625E-07	0.773817
1.75E-07	0.834404
1.875E-07	0.839622
2E-07	0.808894
2.125E-07	0.814547
2.375E-07	0.850203
2.625E-07	0.823388
2.875E-07	0.816866
3.125E-07	0.817011
3.375E-07	0.802371
3.625E-07	0.81904
3.875E-07	0.81846
4.125E-07	0.82578
4.625E-07	0.811938
5.125E-07	0.805922
5.625E-07	0.796211
6.125E-07	0.816286
6.625E-07	0.79179
7.125E-07	0.78592
7.625E-07	0.797951
8.125E-07	0.807843
9.125E-07	0.811829
1.0125E-06	0.807299
1.1125E-06	0.824294
1.2125E-06	0.803241
1.3125E-06	0.807372
1.4125E-06	0.827157
1.5125E-06	0.800632
1.6125E-06	0.806212
1.8125E-06	0.805415
2.0125E-06	0.816956
2.2125E-06	0.809129
2.4125E-06	0.817337
2.6125E-06	0.806176
2.8125E-06	0.807173
3.0125E-06	0.809981
3.2125E-06	0.815036
3.6125E-06	0.812535
4.0125E-06	0.816231
4.4125E-06	0.807308
4.8125E-06	0.809374
5.2125E-06	0.80258
5.6125E-06	0.806403
6.0125E-06	0.805569
6.4125E-06	0.807847
7.2125E-06	0.809383
8.0125E-06	0.805782
8.8125E-06	0.799898
9.6125E-06	0.804328
1.04125E-05	0.805044
1.12125E-05	0.804858
1.20125E-05	0.804989
1.28125E-05	0.802809
1.44125E-05	0.800187
1.60125E-05	0.801713
1.76125E-05	0.799629
1.92125E-05	0.796885
2.08125E-05	0.800078
2.24125E-05	0.79907
2.40125E-05	0.798819
2.56125E-05	0.796278
2.88125E-05	0.79405
3.20125E-05	0.791878
3.52125E-05	0.788504
3.84125E-05	0.790431
4.16125E-05	0.78871
4.48125E-05	0.786542
4.80125E-05	0.784988
5.12125E-05	0.782718
5.76125E-05	0.780193
6.40125E-05	0.77528
7.04125E-05	0.771374
7.68125E-05	0.769328
8.32125E-05	0.766953
8.96125E-05	0.763871
9.60125E-05	0.760991
0.000102413	0.756646
0.000115213	0.751464
0.000128013	0.745238
0.000140813	0.740522
0.000153613	0.734981
0.000166413	0.730251
0.000179213	0.725005
0.000192013	0.719598
0.000204813	0.715658
0.000230413	0.705739
0.000256013	0.697431
0.000281613	0.686901
0.000307213	0.679275
0.000332813	0.670698
0.000358413	0.663355
0.000384013	0.655225
0.000409613	0.648901
0.000460813	0.634962
0.000512013	0.623165
0.000563213	0.611144
0.000614413	0.601093
0.000665613	0.590954
0.000716813	0.582492
0.000768013	0.573369
0.000819213	0.565674
0.000921613	0.5509
0.00102401	0.538195
0.00112641	0.526976
0.00122881	0.517393
0.00133121	0.508633
0.00143361	0.501189
0.00153601	0.492715
0.00163841	0.485646
0.00184321	0.472239
0.00204801	0.46066
0.00225281	0.448798
0.00245761	0.437724
0.00266241	0.427719
0.00286721	0.418499
0.00307201	0.409886
0.00327681	0.401414
0.00368641	0.386765
0.00409601	0.370427
0.00450561	0.357683
0.00491521	0.343856
0.00532481	0.329571
0.00573441	0.31521
0.00614401	0.302443
0.00655361	0.290356
0.00737281	0.267105
0.00819201	0.2468
0.00901121	0.227813
0.00983041	0.212183
0.0106496	0.195019
0.0114688	0.18014
0.012288	0.166371
0.0131072	0.153193
0.0147456	0.129457
0.016384	0.111948
0.0180224	0.0964384
0.0196608	0.0779355
0.0212992	0.0645806
0.0229376	0.049406
0.024576	0.0405711
0.0262144	0.0334767
0.0294912	0.0246355
0.032768	0.0177034
0.0360448	0.00911558
0.0393216	0.00464494
0.0425984	0.00277118
0.0458752	-0.00351258
0.049152	-0.00535072
0.0524288	-0.00727222
0.0589824	-0.00487828
0.065536	-0.0033715
0.0720896	-0.0114376
0.0786432	-0.00900243
0.0851968	-0.00652587
0.0917504	-0.00690833
0.098304	0.0141671
0.104858	0.0214303
0.117965	0.0250931
0.131072	0.00639103
0.144179	-0.000157143
0.157286	0.00236513
0.170394	0.0196007
0.183501	0.00430139
0.196608	-0.00191735
0.209715	-0.0112471
0.23593	0.0104725
0.262144	0.020833
0.288358	0.0169548
0.314573	0.0149122
0.340787	0.0186661
0.367002	0.0145257
0.393216	-0.00886443
0.41943	-0.0138701
0.471859	0.000440584
0.524288	0.0127849
0.576717	0.0208654
0.629146	0.024656
0.681574	0.0152361
0.734003	0.0138014
0.786432	0.015379
0.838861	0.0298141
0.943718	0.00434139
1.04858	0.0160914
1.15343	0.00271654
1.25829	0.016907
1.36315	0.0261026
1.46801	0.0144261
1.57286	0.0237677
1.67772	0.0189795
1.88744	0.0245242
2.09715	0.0319327
2.30687	0.0410736
2.51658	0.0366518
2.7263	0.036201
2.93601	0.0308791
3.14573	0.0481551
3.35544	0.0537446
3.77487	0.050903
4.1943	0.0549511
4.61373	0.0601837
5.03316	0.0718187
5.4526	0.0818084
5.87203	0.0928178
6.29146	0.0909605
6.71089	0.10091
7.54975	0.0928471
8.38861	0.130041
9.22747	0.128377
10.0663	0.12416
10.9052	0.10585
11.7441	0.12899
12.5829	-0.00365272

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	188.140869	172.767639
0.052429	88.386536	82.569122
0.104858	202.827454	184.707642
0.157286	193.500519	175.113678
0.209715	141.468048	127.830505
0.262144	108.470917	101.966858
0.314573	88.424683	79.917908
0.367002	179.386139	166.397095
0.419430	131.282806	120.162964
0.471859	140.171051	128.993988
0.524288	91.381073	85.411072
0.576717	64.334869	60.958862
0.629146	59.185028	53.958893
0.681574	79.746246	74.253082
0.734003	114.421844	100.765228
0.786432	125.007629	113.048553
0.838861	229.587555	212.917328
0.891290	126.533508	112.800598
0.943718	94.814301	88.386536
0.996147	89.168549	84.209442
1.048576	145.492554	133.304596
1.101005	115.261078	106.410980
1.153434	175.590515	161.361694
1.205862	136.699677	123.023987
1.258291	125.579834	114.803314
1.310720	138.530731	125.522614
1.363149	48.885345	46.291351
1.415578	205.516815	186.710358
1.468006	190.849304	177.059174
1.520435	133.018494	119.972229
1.572864	113.162994	104.961395
1.625293	89.855194	83.961487
1.677722	125.217438	116.043091
1.730150	73.242188	64.849854
1.782579	105.247498	98.457336
1.835008	135.116577	124.740601
1.887437	123.538971	111.713409
1.939866	95.996857	87.032318
1.992294	99.353790	90.942383
2.044723	91.991425	83.618164
2.097152	173.931122	160.350800
2.149581	95.195770	87.165833
2.202010	87.661743	82.359314
2.254438	112.934113	101.432800
2.306867	75.664520	70.056915
2.359296	160.121918	143.966675
2.411725	149.173737	138.988495
2.464154	228.290558	207.004547
2.516582	94.280243	82.511902
2.569011	229.454041	212.421417
2.621440	100.631714	88.996887
2.673869	160.770416	145.530701
2.726298	144.462585	132.312775
2.778726	95.653534	88.806152
2.831155	81.901550	75.283051
2.883584	230.312347	214.290619
2.936013	135.288239	125.370026
2.988442	45.490265	40.626526
3.040870	60.462952	53.710938
3.093299	70.610046	65.002441
3.145728	78.544617	71.067810
3.198157	144.481659	137.424469
3.250586	110.492706	99.525452
3.303014	111.389160	104.408264
3.355443	123.043060	111.274719
3.407872	174.808502	161.533356
3.460301	234.279633	216.960907
3.512730	215.339661	198.345184
3.565158	172.920227	157.184601
3.617587	100.250244	91.400146
3.670016	135.250092	126.342773
3.722445	84.800720	76.904297
3.774874	64.888000	61.988831
3.827302	186.977386	168.132782
3.879731	109.138489	99.620819
3.932160	85.697174	77.724457
3.984589	100.097656	92.639923
4.037018	113.945007	100.383759
4.089446	165.538788	149.707794
4.141875	194.110870	178.489685
4.194304	183.277130	167.999268
4.246733	191.879272	173.797607
4.299162	111.160278	101.299286
4.351590	97.522736	88.043213
4.404019	102.653503	94.070435
4.456448	159.053802	145.454407
4.508877	113.391876	103.492737
4.561306	112.934113	104.503632
4.613734	118.694305	112.056732
4.666163	101.890564	94.547272
4.718592	64.620972	60.939789
4.771021	205.383301	190.238953
4.823450	171.852112	153.026581
4.875878	108.642578	100.135803
4.928307	130.901337	120.258331
4.980736	86.288452	76.923370
5.033165	194.778442	177.307129
