3/3/2026	1:12 PM
Pseudo Cross Correlation
Scattering angle:	89.99
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	6.5
Average Count rate  B (kHz):	6.3
Intercept:	0.0000
Cumulant 1st	-Inf
Cumulant 2nd	-Inf	NaN
Cumulant 3rd	-Inf	NaN

Lag time (s)         g2-1
1.25E-08	0.803286
2.5E-08	0.109714
3.75E-08	0.248429
5E-08	-0.0289999
6.25E-08	0.525857
7.5E-08	0.248429
8.75E-08	0.525857
1E-07	0.387143
1.125E-07	0.525857
1.25E-07	-0.167714
1.375E-07	0.248429
1.5E-07	0.387143
1.625E-07	0.803286
1.75E-07	0.109714
1.875E-07	0.525857
2E-07	1.63557
2.125E-07	0.872643
2.375E-07	0.872643
2.625E-07	0.733929
2.875E-07	0.4565
3.125E-07	0.109714
3.375E-07	0.387143
3.625E-07	0.4565
3.875E-07	-0.237071
4.125E-07	0.21375
4.625E-07	0.0403572
5.125E-07	0.144393
5.625E-07	0.109714
6.125E-07	0.69925
6.625E-07	0.4565
7.125E-07	0.664572
7.625E-07	0.109714
8.125E-07	0.144393
9.125E-07	0.161732
1.0125E-06	0.491179
1.1125E-06	0.404482
1.2125E-06	0.0576965
1.3125E-06	0.387143
1.4125E-06	0.612554
1.5125E-06	0.387143
1.6125E-06	0.439161
1.8125E-06	0.44783
2.0125E-06	0.317786
2.2125E-06	0.291777
2.4125E-06	0.44783
2.6125E-06	0.326455
2.8125E-06	0.352464
3.0125E-06	0.22242
3.2125E-06	0.291777
3.6125E-06	0.395813
4.0125E-06	0.309116
4.4125E-06	0.356799
4.8125E-06	0.499848
5.2125E-06	0.300446
5.6125E-06	0.404482
6.0125E-06	0.391478
6.4125E-06	0.350297
7.2125E-06	0.317786
8.0125E-06	0.419654
8.8125E-06	0.358967
9.6125E-06	0.421821
1.04125E-05	0.211583
1.12125E-05	0.400147
1.20125E-05	0.322121
1.28125E-05	0.340543
