3/3/2026	12:41 PM
Pseudo Cross Correlation
Scattering angle:	32.00
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.1
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	21.1
Average Count rate  B (kHz):	19.7
Intercept:	0.6210
Cumulant 1st	125.4040
Cumulant 2nd	107.0122	83.2316
Cumulant 3rd	102.1953	101.1324

Lag time (s)         g2-1
1.25E-08	0.498693
2.5E-08	0.645886
3.75E-08	0.445168
5E-08	0.605742
6.25E-08	0.632505
7.5E-08	0.619123
8.75E-08	0.779698
1E-07	0.846603
1.125E-07	0.752935
1.25E-07	0.552217
1.375E-07	0.485311
1.5E-07	0.311356
1.625E-07	0.900128
1.75E-07	0.498693
1.875E-07	0.458549
2E-07	0.605742
2.125E-07	0.799769
2.375E-07	0.732863
2.625E-07	0.478621
2.875E-07	0.518764
3.125E-07	0.686029
3.375E-07	0.665957
3.625E-07	0.565599
3.875E-07	0.378262
4.125E-07	0.508729
4.625E-07	0.629159
5.125E-07	0.632505
5.625E-07	0.655922
6.125E-07	0.565599
6.625E-07	0.655922
7.125E-07	0.669303
7.625E-07	0.599052
8.125E-07	0.573962
9.125E-07	0.689375
1.0125E-06	0.696065
1.1125E-06	0.675993
1.2125E-06	0.615778
1.3125E-06	0.61076
1.4125E-06	0.687702
1.5125E-06	0.634177
1.6125E-06	0.611596
1.8125E-06	0.630837
2.0125E-06	0.626656
2.2125E-06	0.660114
2.4125E-06	0.667641
2.6125E-06	0.666805
2.8125E-06	0.699422
3.0125E-06	0.566445
3.2125E-06	0.612025
3.6125E-06	0.594044
4.0125E-06	0.652169
4.4125E-06	0.667641
4.8125E-06	0.622897
5.2125E-06	0.636279
5.6125E-06	0.623734
6.0125E-06	0.61997
6.4125E-06	0.621643
7.2125E-06	0.640669
8.0125E-06	0.625615
8.8125E-06	0.63377
9.6125E-06	0.601989
1.04125E-05	0.614952
1.12125E-05	0.64506
1.20125E-05	0.617879
1.28125E-05	0.648092
1.44125E-05	0.611502
1.60125E-05	0.626556
1.76125E-05	0.613593
1.92125E-05	0.63816
2.08125E-05	0.628647
2.24125E-05	0.620702
2.40125E-05	0.638997
2.56125E-05	0.636435
2.88125E-05	0.640565
3.20125E-05	0.630895
3.52125E-05	0.628804
3.84125E-05	0.623786
4.16125E-05	0.618245
4.48125E-05	0.618768
4.80125E-05	0.616729
5.12125E-05	0.618271
5.76125E-05	0.619917
6.40125E-05	0.619761
7.04125E-05	0.614873
7.68125E-05	0.615767
8.32125E-05	0.620472
8.96125E-05	0.611324
9.60125E-05	0.617105
0.000102413	0.61683
0.000115213	0.614269
0.000128013	0.618843
0.000140813	0.606447
0.000153613	0.604787
0.000166413	0.613673
0.000179213	0.604304
0.000192013	0.598946
0.000204813	0.603165
0.000230413	0.598095
0.000256013	0.590594
0.000281613	0.586203
0.000307213	0.591485
0.000332813	0.580822
0.000358413	0.584383
0.000384013	0.584886
0.000409613	0.575973
0.000460813	0.568173
0.000512013	0.56357
0.000563213	0.560754
0.000614413	0.551006
0.000665613	0.545991
0.000716813	0.542274
0.000768013	0.531677
0.000819213	0.52973
0.000921613	0.519913
0.00102401	0.507295
0.00112641	0.496988
0.00122881	0.489759
0.00133121	0.481558
0.00143361	0.47079
0.00153601	0.460615
0.00163841	0.453335
0.00184321	0.438219
0.00204801	0.423804
0.00225281	0.411672
0.00245761	0.398235
0.00266241	0.386738
0.00286721	0.376236
0.00307201	0.362772
0.00327681	0.351725
0.00368641	0.332635
0.00409601	0.315715
0.00450561	0.296097
0.00491521	0.280957
0.00532481	0.262962
0.00573441	0.24698
0.00614401	0.236324
0.00655361	0.224058
0.00737281	0.200354
0.00819201	0.182201
0.00901121	0.16727
0.00983041	0.152788
0.0106496	0.140609
0.0114688	0.130754
0.012288	0.12209
0.0131072	0.11477
0.0147456	0.103402
0.016384	0.0893886
0.0180224	0.0842217
0.0196608	0.0785711
0.0212992	0.0669205
0.0229376	0.0596202
0.024576	0.0553772
0.0262144	0.0563819
0.0294912	0.052848
0.032768	0.0456711
0.0360448	0.0415538
0.0393216	0.0367603
0.0425984	0.0335466
0.0458752	0.0364255
0.049152	0.035802
0.0524288	0.0401326
0.0589824	0.0456741
0.065536	0.0517628
0.0720896	0.0492492
0.0786432	0.0360464
0.0851968	0.0308356
0.0917504	0.0403601
0.098304	0.0519097
0.104858	0.0495351
0.117965	0.0432446
0.131072	0.0461877
0.144179	0.0377784
0.157286	0.0460527
0.170394	0.0435895
0.183501	0.032333
0.196608	0.0237631
0.209715	0.042971
0.23593	0.0527494
0.262144	0.0513325
0.288358	0.054354
0.314573	0.051993
0.340787	0.0469643
0.367002	0.0459511
0.393216	0.0361993
0.41943	0.0418937
0.471859	0.046709
0.524288	0.0516507
0.576717	0.046235
0.629146	0.0368329
0.681574	0.0292852
0.734003	0.0413533
0.786432	0.03055
0.838861	0.0349776
0.943718	0.0352856
1.04858	0.023051
1.15343	0.0237308
1.25829	0.0326429
1.36315	0.0237936
1.46801	0.0298154
1.57286	0.0307606
1.67772	0.0240241
1.88744	0.0416393
2.09715	0.0254104
2.30687	0.0270977
2.51658	0.0310227
2.7263	0.0325916
2.93601	0.0265484
3.14573	0.0313983
3.35544	0.0380838
3.77487	0.0473757
4.1943	0.0584192
4.61373	0.0599556
5.03316	0.0645723
5.4526	0.0703312
5.87203	0.0752727
6.29146	0.0889249
6.71089	0.106851
7.54975	0.143159
8.38861	0.187756
9.22747	0.231326
10.0663	0.280279
10.9052	0.338304
11.7441	0.384133
12.5829	0.41398

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	12.893677	12.073517
0.052429	39.443970	35.285950
0.104858	18.501282	18.177032
0.157286	16.498566	14.877319
0.209715	26.493073	23.078918
0.262144	15.964508	13.923645
0.314573	29.659271	29.506683
0.367002	28.743744	25.138855
0.419430	27.523041	26.149750
0.471859	24.909973	24.127960
0.524288	29.678345	27.389526
0.576717	25.939941	22.964478
0.629146	26.035309	24.299622
0.681574	39.558411	36.945343
0.734003	18.100739	17.204285
0.786432	24.890900	22.544861
0.838861	21.209717	19.569397
0.891290	27.275085	25.749207
0.943718	33.645630	31.433105
0.996147	18.043518	16.517639
1.048576	13.847351	12.130737
1.101005	13.771057	13.046265
1.153434	10.204315	9.670258
1.205862	17.776489	17.433167
1.258291	17.147064	16.403198
1.310720	22.029877	21.762848
1.363149	13.675690	13.484955
1.415578	15.697479	14.915466
1.468006	17.013550	15.525818
1.520435	24.852753	23.097992
1.572864	18.482208	17.414093
1.625293	27.294159	24.585724
1.677722	11.348724	10.452271
1.730150	13.504028	13.523102
1.782579	12.741089	11.959076
1.835008	13.599396	13.065338
1.887437	14.705658	12.626648
1.939866	13.465881	11.997223
1.992294	24.642944	20.942688
2.044723	18.787384	16.975403
2.097152	14.514923	13.561249
