3/3/2026	12:39 PM
Pseudo Cross Correlation
Scattering angle:	28.00
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	273.9
Average Count rate  B (kHz):	251.1
Intercept:	2.0716
Cumulant 1st	5224.2062
Cumulant 2nd	5204.5880	3730.1420
Cumulant 3rd	2651.5334	2565.7304

Lag time (s)         g2-1
1.25E-08	2.11446
2.5E-08	2.1175
3.75E-08	2.12227
5E-08	2.08307
6.25E-08	2.14545
7.5E-08	2.11011
8.75E-08	2.11833
1E-07	2.12991
1.125E-07	2.10986
1.25E-07	2.12531
1.375E-07	2.09392
1.5E-07	2.14249
1.625E-07	2.11635
1.75E-07	2.12663
1.875E-07	2.09376
2E-07	2.09228
2.125E-07	2.10518
2.375E-07	2.14109
2.625E-07	2.13813
2.875E-07	2.1369
3.125E-07	2.10275
3.375E-07	2.12769
3.625E-07	2.12531
3.875E-07	2.13176
4.125E-07	2.12552
4.625E-07	2.11282
5.125E-07	2.1187
5.625E-07	2.11623
6.125E-07	2.13556
6.625E-07	2.11397
7.125E-07	2.12412
7.625E-07	2.14045
8.125E-07	2.12591
9.125E-07	2.12274
1.0125E-06	2.12665
1.1125E-06	2.12729
1.2125E-06	2.12902
1.3125E-06	2.11693
1.4125E-06	2.11696
1.5125E-06	2.12101
1.6125E-06	2.12135
1.8125E-06	2.12919
2.0125E-06	2.12429
2.2125E-06	2.12979
2.4125E-06	2.13489
2.6125E-06	2.12153
2.8125E-06	2.11824
3.0125E-06	2.12168
3.2125E-06	2.12425
3.6125E-06	2.12183
4.0125E-06	2.12775
4.4125E-06	2.12686
4.8125E-06	2.12122
5.2125E-06	2.12999
5.6125E-06	2.1205
6.0125E-06	2.12034
6.4125E-06	2.12023
7.2125E-06	2.12295
8.0125E-06	2.12313
8.8125E-06	2.12096
9.6125E-06	2.12605
1.04125E-05	2.1264
1.12125E-05	2.12366
1.20125E-05	2.1221
1.28125E-05	2.12123
1.44125E-05	2.12321
1.60125E-05	2.12426
1.76125E-05	2.1245
1.92125E-05	2.12393
2.08125E-05	2.12344
2.24125E-05	2.12313
2.40125E-05	2.12344
2.56125E-05	2.12295
2.88125E-05	2.12324
3.20125E-05	2.12225
3.52125E-05	2.12278
3.84125E-05	2.12307
4.16125E-05	2.12272
4.48125E-05	2.12249
4.80125E-05	2.12179
5.12125E-05	2.12104
5.76125E-05	2.12058
6.40125E-05	2.12159
7.04125E-05	2.12114
7.68125E-05	2.11994
8.32125E-05	2.12026
8.96125E-05	2.12085
9.60125E-05	2.11922
0.000102413	2.12018
0.000115213	2.11793
0.000128013	2.11761
0.000140813	2.11835
0.000153613	2.11733
0.000166413	2.11669
0.000179213	2.11596
0.000192013	2.11557
0.000204813	2.11499
0.000230413	2.11391
0.000256013	2.11276
0.000281613	2.11191
0.000307213	2.11024
0.000332813	2.10965
0.000358413	2.10835
0.000384013	2.10771
0.000409613	2.10572
0.000460813	2.10365
0.000512013	2.10193
0.000563213	2.0998
0.000614413	2.09759
0.000665613	2.09533
0.000716813	2.09333
0.000768013	2.09043
0.000819213	2.08849
0.000921613	2.08398
0.00102401	2.07969
0.00112641	2.07521
0.00122881	2.07129
0.00133121	2.06702
0.00143361	2.06247
0.00153601	2.05834
0.00163841	2.05373
0.00184321	2.04519
0.00204801	2.03657
0.00225281	2.02845
0.00245761	2.02001
0.00266241	2.01192
0.00286721	2.00379
0.00307201	1.99609
0.00327681	1.98762
0.00368641	1.97135
0.00409601	1.9563
0.00450561	1.94092
0.00491521	1.92642
0.00532481	1.91239
0.00573441	1.89846
0.00614401	1.88551
0.00655361	1.87235
0.00737281	1.84723
0.00819201	1.8247
0.00901121	1.80369
0.00983041	1.78407
0.0106496	1.76608
0.0114688	1.74882
0.012288	1.73352
0.0131072	1.71824
0.0147456	1.68915
0.016384	1.66037
0.0180224	1.62897
0.0196608	1.59687
0.0212992	1.5695
0.0229376	1.54347
0.024576	1.51607
0.0262144	1.48932
0.0294912	1.44966
0.032768	1.41546
0.0360448	1.3877
0.0393216	1.36769
0.0425984	1.35078
0.0458752	1.33879
0.049152	1.33564
0.0524288	1.33226
0.0589824	1.32898
0.065536	1.31889
0.0720896	1.29768
0.0786432	1.25765
0.0851968	1.21618
0.0917504	1.18655
0.098304	1.1398
0.104858	1.1087
0.117965	1.06253
0.131072	1.02574
0.144179	0.990449
0.157286	0.97535
0.170394	0.960888
0.183501	0.930484
0.196608	0.901037
0.209715	0.892448
0.23593	0.879173
0.262144	0.899546
0.288358	0.852095
0.314573	0.826744
0.340787	0.804604
0.367002	0.805307
0.393216	0.764714
0.41943	0.790378
0.471859	0.728691
0.524288	0.671737
0.576717	0.751195
0.629146	0.810299
0.681574	0.864494
0.734003	0.802686
0.786432	0.761954
0.838861	0.754875
0.943718	0.89079
1.04858	1.01471
1.15343	0.962603
1.25829	0.905819
1.36315	0.789084
1.46801	0.650614
1.57286	0.677648
1.67772	0.745095
1.88744	0.705774
2.09715	0.637112
2.30687	0.682851
2.51658	0.49887
2.7263	0.532456
2.93601	0.501394
3.14573	0.663396
3.35544	0.587363
3.77487	0.578082
4.1943	0.716758
4.61373	0.53434
5.03316	0.617383
5.4526	0.598804
5.87203	0.676327
6.29146	0.601551
6.71089	0.75152
7.54975	0.943379
8.38861	1.17424
9.22747	1.28641
10.0663	1.05519
10.9052	0.963873
11.7441	0.636258
12.5829	1.14144

Count Rate History (KHz)  CR CHA / CR CHB
0.000000	34.847260	33.874512
0.052429	32.196045	30.345917
0.104858	48.770905	44.288635
