3/3/2026	12:48 PM
Pseudo Cross Correlation
Scattering angle:	44.00
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	11.3
Average Count rate  B (kHz):	10.7
Intercept:	0.7703
Cumulant 1st	0.0076
Cumulant 2nd	0.0012	0.0013
Cumulant 3rd	-Inf	NaN

Lag time (s)         g2-1
1.25E-08	0.825693
2.5E-08	0.688766
3.75E-08	0.36927
5E-08	0.734409
6.25E-08	0.460555
7.5E-08	0.643124
8.75E-08	0.232343
1E-07	0.36927
1.125E-07	0.825693
1.25E-07	-0.0871533
1.375E-07	-0.0415109
1.5E-07	0.460555
1.625E-07	0.460555
1.75E-07	0.36927
1.875E-07	0.597482
2E-07	0.688766
2.125E-07	0.529018
2.375E-07	0.36927
2.625E-07	0.437734
2.875E-07	0.506197
3.125E-07	0.574661
3.375E-07	0.75723
3.625E-07	0.232343
3.875E-07	0.871336
4.125E-07	0.289396
4.625E-07	0.654535
5.125E-07	0.483376
5.625E-07	0.335038
6.125E-07	0.380681
6.625E-07	0.551839
7.125E-07	0.392091
7.625E-07	0.232343
8.125E-07	0.255164
9.125E-07	0.46626
1.0125E-06	0.557545
1.1125E-06	0.409207
1.2125E-06	0.557545
1.3125E-06	0.380681
1.4125E-06	0.409207
1.5125E-06	0.335038
1.6125E-06	0.454849
1.8125E-06	0.494787
2.0125E-06	0.449144
2.2125E-06	0.42347
2.4125E-06	0.534724
2.6125E-06	0.469113
2.8125E-06	0.634566
3.0125E-06	0.511902
3.2125E-06	0.459128
3.6125E-06	0.539003
4.0125E-06	0.459128
4.4125E-06	0.433455
4.8125E-06	0.380681
5.2125E-06	0.497639
5.6125E-06	0.529018
6.0125E-06	0.503344
6.4125E-06	0.573947
7.2125E-06	0.417765
8.0125E-06	0.526166
8.8125E-06	0.471252
9.6125E-06	0.397796
1.04125E-05	0.464834
1.12125E-05	0.422757
1.20125E-05	0.424183
1.28125E-05	0.432028
1.44125E-05	0.502275
1.60125E-05	0.477314
1.76125E-05	0.451997
1.92125E-05	0.431315
2.08125E-05	0.455215
2.24125E-05	0.437742
2.40125E-05	0.455215
2.56125E-05	0.454501
2.88125E-05	0.478214
3.20125E-05	0.454858
3.52125E-05	0.463416
3.84125E-05	0.439703
4.16125E-05	0.472152
4.48125E-05	0.448974
4.80125E-05	0.442913
5.12125E-05	0.458888
5.76125E-05	0.444624
6.40125E-05	0.450151
7.04125E-05	0.441245
7.68125E-05	0.449001
8.32125E-05	0.443126
8.96125E-05	0.448297
9.60125E-05	0.437777
0.000102413	0.437732
0.000115213	0.423112
0.000128013	0.431269
0.000140813	0.426812
0.000153613	0.421338
0.000166413	0.421204
0.000179213	0.420937
0.000192013	0.427765
0.000204813	0.416482
0.000230413	0.410197
0.000256013	0.397137
0.000281613	0.392947
0.000307213	0.388534
0.000332813	0.384232
0.000358413	0.379708
0.000384013	0.379908
0.000409613	0.369969
0.000460813	0.369334
0.000512013	0.361511
0.000563213	0.353774
0.000614413	0.334254
0.000665613	0.329582
0.000716813	0.324365
0.000768013	0.319815
0.000819213	0.313343
0.000921613	0.305102
0.00102401	0.294897
0.00112641	0.278852
0.00122881	0.264984
0.00133121	0.257505
0.00143361	0.253899
0.00153601	0.240584
0.00163841	0.237147
0.00184321	0.216875
0.00204801	0.205534
0.00225281	0.195765
0.00245761	0.184183
0.00266241	0.175898
0.00286721	0.162112
0.00307201	0.158192
0.00327681	0.149399
0.00368641	0.13834
0.00409601	0.128044
0.00450561	0.116911
0.00491521	0.102855
0.00532481	0.0952367
0.00573441	0.0891096
0.00614401	0.0857458
0.00655361	0.0789957
0.00737281	0.0735085
0.00819201	0.0653704
0.00901121	0.0604649
0.00983041	0.0552418
0.0106496	0.0551055
0.0114688	0.0525456
0.012288	0.0518183
0.0131072	0.052299
0.0147456	0.0526055
