3/3/2026	12:32 PM
Pseudo Cross Correlation
Scattering angle:	15.99
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	1.001
Temperature (K):	293.2
Laser intensity (mW):	26.509379
Average Count rate  A (kHz):	49.7
Average Count rate  B (kHz):	45.9
Intercept:	1.1656
Cumulant 1st	472.4798
Cumulant 2nd	324.0888	308.6026
Cumulant 3rd	269.9946	337.5365

Lag time (s)         g2-1
1.25E-08	1.10739
2.5E-08	1.13416
3.75E-08	1.2607
5E-08	1.11226
6.25E-08	1.2169
7.5E-08	1.28747
8.75E-08	1.22663
1E-07	1.15606
1.125E-07	1.1439
1.25E-07	1.19013
1.375E-07	1.195
1.5E-07	1.30207
1.625E-07	1.15363
1.75E-07	1.15363
1.875E-07	1.18283
2E-07	1.1804
2.125E-07	1.30572
2.375E-07	1.09523
2.625E-07	1.28017
2.875E-07	1.15606
3.125E-07	1.13173
3.375E-07	1.17675
3.625E-07	1.20352
3.875E-07	1.10131
4.125E-07	1.17249
4.625E-07	1.17857
5.125E-07	1.1226
5.625E-07	1.14998
6.125E-07	1.10557
6.625E-07	1.19013
7.125E-07	1.18405
7.625E-07	1.16762
8.125E-07	1.16884
9.125E-07	1.19774
1.0125E-06	1.17218
1.1125E-06	1.17462
1.2125E-06	1.16762
1.3125E-06	1.14268
1.4125E-06	1.15028
1.5125E-06	1.15485
1.6125E-06	1.17964
1.8125E-06	1.18618
2.0125E-06	1.1772
2.2125E-06	1.15621
2.4125E-06	1.17979
2.6125E-06	1.17842
2.8125E-06	1.1334
3.0125E-06	1.16367
3.2125E-06	1.15857
3.6125E-06	1.13264
4.0125E-06	1.16846
4.4125E-06	1.14937
4.8125E-06	1.14329
5.2125E-06	1.1547
5.6125E-06	1.15751
6.0125E-06	1.14618
6.4125E-06	1.16941
7.2125E-06	1.15314
8.0125E-06	1.15538
8.8125E-06	1.14778
9.6125E-06	1.15767
1.04125E-05	1.16094
1.12125E-05	1.16987
1.20125E-05	1.16569
1.28125E-05	1.15959
1.44125E-05	1.15884
1.60125E-05	1.15333
1.76125E-05	1.16322
1.92125E-05	1.1647
2.08125E-05	1.16297
2.24125E-05	1.1671
2.40125E-05	1.17493
2.56125E-05	1.16456
2.88125E-05	1.16138
3.20125E-05	1.16165
3.52125E-05	1.17196
3.84125E-05	1.15604
4.16125E-05	1.15969
4.48125E-05	1.16982
4.80125E-05	1.1685
5.12125E-05	1.16672
5.76125E-05	1.16314
6.40125E-05	1.16414
7.04125E-05	1.16721
7.68125E-05	1.16211
8.32125E-05	1.16401
8.96125E-05	1.1576
9.60125E-05	1.15983
0.000102413	1.15808
0.000115213	1.15475
0.000128013	1.16017
0.000140813	1.15868
0.000153613	1.16386
0.000166413	1.1564
0.000179213	1.15407
0.000192013	1.15551
0.000204813	1.15614
0.000230413	1.15423
0.000256013	1.15685
0.000281613	1.15494
0.000307213	1.15776
0.000332813	1.15508
0.000358413	1.15374
0.000384013	1.15281
0.000409613	1.15152
0.000460813	1.14975
0.000512013	1.14828
0.000563213	1.14659
0.000614413	1.14597
0.000665613	1.1451
0.000716813	1.14265
0.000768013	1.14228
0.000819213	1.14148
0.000921613	1.13723
0.00102401	1.13631
0.00112641	1.13328
0.00122881	1.13108
0.00133121	1.13045
0.00143361	1.12728
0.00153601	1.1241
0.00163841	1.12282
0.00184321	1.11734
0.00204801	1.11356
0.00225281	1.10876
0.00245761	1.1052
0.00266241	1.10118
0.00286721	1.09591
0.00307201	1.09295
0.00327681	1.08766
0.00368641	1.07921
0.00409601	1.06998
0.00450561	1.06026
0.00491521	1.05216
0.00532481	1.04479
0.00573441	1.03635
0.00614401	1.02952
0.00655361	1.02285
0.00737281	1.00846
0.00819201	0.996697
0.00901121	0.983176
0.00983041	0.970755
0.0106496	0.958631
0.0114688	0.946657
0.012288	0.935971
0.0131072	0.926149
0.0147456	0.903503
0.016384	0.882207
0.0180224	0.861217
0.0196608	0.839449
0.0212992	0.819118
0.0229376	0.800948
0.024576	0.783104
0.0262144	0.767802
0.0294912	0.73926
0.032768	0.708115
0.0360448	0.683279
0.0393216	0.659694
0.0425984	0.635758
