3/3/2026	1:12 PM
Pseudo Cross Correlation
Scattering angle:	89.99
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	6.9
Average Count rate  B (kHz):	6.6
Intercept:	0.0000
Cumulant 1st	-Inf
Cumulant 2nd	-Inf	NaN
Cumulant 3rd	-Inf	NaN

Lag time (s)         g2-1
1.25E-08	0.333517
2.5E-08	-0.393856
3.75E-08	-0.151398
5E-08	0.697204
6.25E-08	0.0910596
7.5E-08	-0.0301693
8.75E-08	0.0910596
1E-07	0.697204
1.125E-07	1.18212
1.25E-07	1.18212
1.375E-07	0.212288
1.5E-07	-0.151398
1.625E-07	0.212288
1.75E-07	0.575975
1.875E-07	0.333517
2E-07	-0.0301693
2.125E-07	0.0910596
2.375E-07	0.757818
2.625E-07	0.757818
2.875E-07	0.515361
3.125E-07	0.333517
3.375E-07	0.272903
3.625E-07	1.06089
3.875E-07	0.0304452
4.125E-07	0.333517
4.625E-07	0.788125
5.125E-07	0.242596
5.625E-07	0.30321
6.125E-07	0.454746
6.625E-07	0.212288
7.125E-07	0.515361
7.625E-07	0.394132
8.125E-07	0.439593
9.125E-07	0.30321
1.0125E-06	0.257749
1.1125E-06	0.30321
1.2125E-06	0.106213
1.3125E-06	0.363824
1.4125E-06	0.121367
1.5125E-06	0.697204
1.6125E-06	0.507784
1.8125E-06	0.454746
2.0125E-06	0.348671
2.2125E-06	0.386555
2.4125E-06	0.310787
2.6125E-06	0.386555
2.8125E-06	0.401708
3.0125E-06	0.341094
3.2125E-06	0.30321
3.6125E-06	0.432016
4.0125E-06	0.360036
4.4125E-06	0.246384
4.8125E-06	0.367613
5.2125E-06	0.276691
5.6125E-06	0.352459
6.0125E-06	0.356248
6.4125E-06	0.399814
7.2125E-06	0.346777
8.0125E-06	0.378978
8.8125E-06	0.348671
9.6125E-06	0.301316
1.04125E-05	0.183875
1.12125E-05	0.316469
1.20125E-05	0.316469
