3/3/2026	12:12 PM
Pseudo Cross Correlation
Scattering angle:	70.00
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	20.6
Average Count rate  B (kHz):	19.1
Intercept:	0.7355
Cumulant 1st	24.0851
Cumulant 2nd	17.3024	13.9999
Cumulant 3rd	13.9034	14.9915

Lag time (s)         g2-1
1.25E-08	0.49192
2.5E-08	0.699132
3.75E-08	0.685318
5E-08	0.864901
6.25E-08	0.933971
7.5E-08	0.505735
8.75E-08	0.699132
1E-07	0.878715
1.125E-07	0.533363
1.25E-07	0.975413
1.375E-07	1.08593
1.5E-07	0.809644
1.625E-07	0.630061
1.75E-07	0.657689
1.875E-07	0.685318
2E-07	0.533363
2.125E-07	0.927064
2.375E-07	0.823458
2.625E-07	0.754388
2.875E-07	0.636968
3.125E-07	0.706039
3.375E-07	0.954692
3.625E-07	0.567898
3.875E-07	0.678411
4.125E-07	0.740574
4.625E-07	0.678411
5.125E-07	0.654236
5.625E-07	0.920157
6.125E-07	0.823458
6.625E-07	0.813098
7.125E-07	0.654236
7.625E-07	0.588619
8.125E-07	0.759568
9.125E-07	0.728487
1.0125E-06	0.747481
1.1125E-06	0.738847
1.2125E-06	0.699132
1.3125E-06	0.745754
1.4125E-06	0.769929
1.5125E-06	0.742301
1.6125E-06	0.73453
1.8125E-06	0.700858
2.0125E-06	0.684454
2.2125E-06	0.687044
2.4125E-06	0.742301
2.6125E-06	0.73194
2.8125E-06	0.747481
3.0125E-06	0.722443
3.2125E-06	0.735394
3.6125E-06	0.706902
4.0125E-06	0.738415
4.4125E-06	0.720284
4.8125E-06	0.710356
5.2125E-06	0.723306
5.6125E-06	0.724601
6.0125E-06	0.691793
6.4125E-06	0.702369
7.2125E-06	0.666755
8.0125E-06	0.675173
8.8125E-06	0.717478
9.6125E-06	0.674741
1.04125E-05	0.633946
1.12125E-05	0.660711
1.20125E-05	0.690498
1.28125E-05	0.672906
1.44125E-05	0.673554
1.60125E-05	0.677871
1.76125E-05	0.641938
1.92125E-05	0.653917
2.08125E-05	0.632009
2.24125E-05	0.642046
2.40125E-05	0.6278
2.56125E-05	0.609728
2.88125E-05	0.609512
3.20125E-05	0.575409
3.52125E-05	0.583827
3.84125E-05	0.580265
4.16125E-05	0.571469
4.48125E-05	0.569527
4.80125E-05	0.552529
5.12125E-05	0.531969
5.76125E-05	0.522121
6.40125E-05	0.494358
7.04125E-05	0.489663
7.68125E-05	0.464247
8.32125E-05	0.451189
8.96125E-05	0.445685
9.60125E-05	0.440801
0.000102413	0.421024
0.000115213	0.405501
0.000128013	0.396111
0.000140813	0.369787
0.000153613	0.36284
0.000166413	0.342469
0.000179213	0.334932
0.000192013	0.317313
0.000204813	0.317503
0.000230413	0.293223
0.000256013	0.27522
0.000281613	0.270532
0.000307213	0.258556
0.000332813	0.253308
0.000358413	0.23908
0.000384013	0.233222
0.000409613	0.227184
0.000460813	0.211217
0.000512013	0.195967
0.000563213	0.186935
0.000614413	0.175275
0.000665613	0.166405
0.000716813	0.163721
0.000768013	0.15568
0.000819213	0.148741
0.000921613	0.13247
0.00102401	0.121938
0.00112641	0.112758
0.00122881	0.103322
0.00133121	0.0972215
0.00143361	0.0918052
0.00153601	0.0853936
