3/3/2026	12:10 PM
Pseudo Cross Correlation
Scattering angle:	65.01
Duration (s):	15
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.999
Temperature (K):	293.2
Laser intensity (mW):	84.000000
Average Count rate  A (kHz):	44.9
Average Count rate  B (kHz):	41.5
Intercept:	1.7122
Cumulant 1st	608.5499
Cumulant 2nd	362.1471	351.3932
Cumulant 3rd	246.2502	317.1297

Lag time (s)         g2-1
1.25E-08	1.88383
2.5E-08	1.88091
3.75E-08	1.73174
5E-08	1.99205
6.25E-08	1.76099
7.5E-08	1.80779
8.75E-08	1.69664
1E-07	1.79316
1.125E-07	1.73467
1.25E-07	1.95403
1.375E-07	1.91308
1.5E-07	1.86628
1.625E-07	1.75514
1.75E-07	1.73467
1.875E-07	1.79024
2E-07	1.79901
2.125E-07	1.8151
2.375E-07	1.69226
2.625E-07	1.73028
2.875E-07	1.73613
3.125E-07	1.80925
3.375E-07	1.75222
3.625E-07	1.75953
3.875E-07	1.70542
4.125E-07	1.75368
4.625E-07	1.73832
5.125E-07	1.6791
5.625E-07	1.79389
6.125E-07	1.82753
6.625E-07	1.7237
7.125E-07	1.75514
7.625E-07	1.67252
8.125E-07	1.68897
9.125E-07	1.69774
1.0125E-06	1.76209
1.1125E-06	1.7237
1.2125E-06	1.77561
1.3125E-06	1.70798
1.4125E-06	1.72955
1.5125E-06	1.74198
1.6125E-06	1.76538
1.8125E-06	1.71419
2.0125E-06	1.71529
2.2125E-06	1.73997
2.4125E-06	1.71017
2.6125E-06	1.7332
2.8125E-06	1.72937
3.0125E-06	1.73174
3.2125E-06	1.72389
3.6125E-06	1.69665
4.0125E-06	1.73449
4.4125E-06	1.72663
4.8125E-06	1.73613
5.2125E-06	1.72827
5.6125E-06	1.72544
6.0125E-06	1.72252
6.4125E-06	1.73883
7.2125E-06	1.719
8.0125E-06	1.72617
8.8125E-06	1.73504
9.6125E-06	1.73092
1.04125E-05	1.71379
1.12125E-05	1.72146
1.20125E-05	1.72078
1.28125E-05	1.71068
1.44125E-05	1.70467
1.60125E-05	1.70277
1.76125E-05	1.69268
1.92125E-05	1.69864
2.08125E-05	1.68648
