# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
20.00 inf NaN NaN -1.0000e0
20.50 inf NaN NaN -1.0000e0
21.00 inf NaN NaN -1.0000e0
21.50 inf NaN NaN -1.0000e0
22.00 inf NaN NaN -1.0000e0
22.50 inf NaN NaN -1.0000e0
23.00 inf NaN NaN -1.0000e0
23.50 597.2960 5.8724e2 6.8756e-11 -1.0000e0
24.00 282.7539 2.7289e2 3.4698e-1 -1.0000e0
24.50 74.9062 6.4917e1 0.0000e0 -1.0000e0
25.00 19.6496 9.6604e0 8.3931e-14 -1.0000e0
25.50 5.2807 -4.7085e0 4.8124e-5 -9.9491e-1
26.00 2.3686 -7.6068e0 7.6378e-2 -9.0639e-1
26.50 2.4471 -6.8512e0 1.5043e0 -9.1346e-1
27.00 1.6927 -5.9642e0 9.9080e-1 -8.1598e-1
27.50 0.3194 -7.5117e0 2.7653e0 -2.7344e-1
28.00 -0.6415 -8.5754e0 3.6367e0 8.9941e-1
28.50 -0.6475 -7.9720e0 4.2574e0 9.1072e-1
29.00 -0.4566 -6.2411e0 2.6544e0 5.7868e-1
29.50 -0.6642 -5.8019e0 2.3274e0 9.4303e-1
30.00 -0.9059 -5.9484e0 3.1942e0 1.4742e0
30.50 -0.9197 -5.5739e0 2.7963e0 1.5087e0
31.00 -0.9021 -5.3017e0 2.9991e0 1.4648e0
31.50 -1.0052 -5.2413e0 3.4884e0 1.7324e0
32.00 -1.1605 -5.4703e0 4.1996e0 2.1916e0
32.50 -1.0812 -4.9389e0 3.4664e0 1.9482e0
33.00 -1.1493 -5.0361e0 4.5782e0 2.1561e0
33.50 -1.1545 -4.8388e0 4.8056e0 2.1724e0
34.00 -1.0080 -4.0449e0 2.9971e0 1.7401e0
34.50 -0.9865 -3.7356e0 2.5759e0 1.6819e0
35.00 -1.0109 -3.6443e0 2.8311e0 1.7480e0
35.50 -0.9643 -3.3120e0 2.1266e0 1.6228e0
36.00 -0.9543 -3.2116e0 2.4234e0 1.5968e0
36.50 -0.9913 -3.1908e0 2.6710e0 1.6948e0
37.00 -1.0498 -3.2336e0 2.9946e0 1.8572e0
37.50 -1.1582 -3.6149e0 4.7646e0 2.1841e0
38.00 -1.1032 -3.3350e0 4.1863e0 2.0139e0
38.50 -1.0101 -2.8837e0 2.8917e0 1.7459e0
39.00 -0.9802 -2.7237e0 2.7323e0 1.6649e0
39.50 -0.9860 -2.7087e0 2.9749e0 1.6805e0
40.00 -0.9640 -2.5970e0 2.9557e0 1.6223e0
40.50 -0.9206 -2.4159e0 2.7684e0 1.5107e0
41.00 -0.8776 -2.2362e0 2.4434e0 1.4051e0
41.50 -0.8177 -2.0428e0 2.2160e0 1.2654e0
42.00 -0.7746 -1.9037e0 2.1455e0 1.1697e0
42.50 -0.7434 -1.8187e0 2.2051e0 1.1030e0
43.00 -0.6939 -1.6688e0 1.9729e0 1.0014e0
43.50 -0.6422 -1.5344e0 1.8246e0 9.0065e-1
44.00 -0.6017 -1.4676e0 2.0144e0 8.2528e-1
44.50 -0.5611 -1.3344e0 1.7754e0 7.5260e-1
45.00 -0.5419 -1.2687e0 1.7084e0 7.1925e-1
45.50 -0.5197 -1.2265e0 1.8127e0 6.8159e-1
46.00 -0.4894 -1.1870e0 2.0515e0 6.3135e-1
46.50 -0.4465 -1.0855e0 1.9257e0 5.6281e-1
47.00 -0.3927 -9.3825e-1 1.6267e0 4.8104e-1
47.50 -0.3494 -8.2064e-1 1.3904e0 4.1829e-1
48.00 -0.3049 -6.9145e-1 1.1032e0 3.5653e-1
48.50 -0.2778 -6.1021e-1 9.2557e-1 3.2029e-1
49.00 -0.2627 -5.9574e-1 1.0146e0 3.0042e-1
49.50 -0.2313 -5.2712e-1 9.2445e-1 2.6030e-1
50.00 -0.1923 -4.3009e-1 7.2899e-1 2.1203e-1
50.50 -0.1572 -3.4167e-1 5.4932e-1 1.7024e-1
51.00 -0.1346 -2.9391e-1 4.8606e-1 1.4403e-1
51.50 -0.1172 -2.5716e-1 4.3613e-1 1.2433e-1
52.00 -0.1050 -2.3522e-1 4.4053e-1 1.1073e-1
52.50 -0.0937 -2.0817e-1 3.9018e-1 9.8260e-2
53.00 -0.0758 -1.6232e-1 2.8031e-1 7.8748e-2
53.50 -0.0552 -1.1133e-1 1.6778e-1 5.6730e-2
54.00 -0.0391 -7.5187e-2 1.0051e-1 3.9878e-2
54.50 -0.0266 -5.0501e-2 6.2842e-2 2.6969e-2
55.00 -0.0164 -3.1366e-2 3.7390e-2 1.6564e-2
55.50 -0.0094 -1.8493e-2 2.1888e-2 9.4149e-3
56.00 -0.0045 -1.0436e-2 1.4055e-2 4.5392e-3
56.50 -0.0008 -4.6990e-3 9.1439e-3 8.4838e-4
57.00 0.0020 -3.7984e-4 5.7137e-3 -2.0271e-3
57.50 0.0042 2.7318e-3 3.4309e-3 -4.2132e-3
58.00 0.0058 4.9073e-3 2.0452e-3 -5.8124e-3
58.50 0.0069 6.3260e-3 1.2347e-3 -6.8778e-3
59.00 0.0075 7.1683e-3 7.8150e-4 -7.5140e-3
59.50 0.0079 7.6150e-3 5.2426e-4 -7.8400e-3
