# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
20.00 inf NaN NaN -1.0000e0
20.50 inf NaN NaN -1.0000e0
21.00 inf NaN NaN -1.0000e0
21.50 inf NaN NaN -1.0000e0
22.00 inf NaN NaN -1.0000e0
22.50 inf NaN NaN -1.0000e0
23.00 inf NaN NaN -1.0000e0
23.50 627.0396 6.1698e2 0.0000e0 -1.0000e0
24.00 299.2177 2.8966e2 4.1640e-1 -1.0000e0
24.50 79.0163 6.9027e1 -6.1299e-13 -1.0000e0
25.00 20.3618 1.0373e1 1.9156e-14 -1.0000e0
25.50 5.0840 -4.9051e0 3.3863e-5 -9.9381e-1
26.00 1.9729 -8.0045e0 6.6996e-2 -8.6094e-1
26.50 2.0738 -7.2872e0 1.4417e0 -8.7429e-1
27.00 1.3410 -6.3540e0 9.9638e-1 -7.3841e-1
27.50 -0.1261 -8.1101e0 2.8894e0 1.3440e-1
28.00 -1.1470 -9.2674e0 3.6221e0 2.1488e0
28.50 -1.1276 -8.6833e0 4.3253e0 2.0883e0
29.00 -0.8214 -6.7322e0 2.7762e0 1.2737e0
29.50 -0.9980 -6.2372e0 2.4336e0 1.7130e0
30.00 -1.2373 -6.4130e0 3.4048e0 2.4462e0
30.50 -1.2351 -6.0172e0 2.9654e0 2.4389e0
31.00 -1.2038 -5.7545e0 3.2413e0 2.3326e0
31.50 -1.2954 -5.7048e0 3.8392e0 2.6525e0
32.00 -1.4595 -5.9716e0 4.5262e0 3.3038e0
32.50 -1.3552 -5.3854e0 3.7407e0 2.8777e0
33.00 -1.4316 -5.5624e0 5.0984e0 3.1854e0
33.50 -1.4291 -5.3763e0 5.4477e0 3.1749e0
34.00 -1.2386 -4.4368e0 3.3281e0 2.4508e0
34.50 -1.1998 -4.0879e0 2.8387e0 2.3195e0
35.00 -1.2210 -4.0179e0 3.2411e0 2.3906e0
35.50 -1.1549 -3.6220e0 2.3442e0 2.1738e0
36.00 -1.1416 -3.5426e0 2.7649e0 2.1319e0
36.50 -1.1779 -3.5333e0 3.0389e0 2.2477e0
37.00 -1.2393 -3.5962e0 3.3949e0 2.4531e0
37.50 -1.3691 -4.0918e0 5.5316e0 2.9319e0
38.00 -1.3001 -3.7719e0 4.8779e0 2.6695e0
38.50 -1.1807 -3.2204e0 3.2635e0 2.2567e0
39.00 -1.1424 -3.0448e0 3.0931e0 2.1344e0
39.50 -1.1494 -3.0495e0 3.4080e0 2.1562e0
40.00 -1.1211 -2.9317e0 3.4126e0 2.0682e0
40.50 -1.0672 -2.7303e0 3.2265e0 1.9073e0
41.00 -1.0133 -2.5196e0 2.8170e0 1.7548e0
41.50 -0.9416 -2.3000e0 2.5507e0 1.5642e0
42.00 -0.8898 -2.1463e0 2.4852e0 1.4346e0
42.50 -0.8534 -2.0593e0 2.5801e0 1.3477e0
43.00 -0.7949 -1.8862e0 2.2887e0 1.2142e0
43.50 -0.7355 -1.7362e0 2.1190e0 1.0864e0
44.00 -0.6907 -1.6756e0 2.3949e0 9.9518e-1
44.50 -0.6420 -1.5200e0 2.0958e0 9.0026e-1
45.00 -0.6193 -1.4484e0 2.0167e0 8.5764e-1
45.50 -0.5952 -1.4131e0 2.1886e0 8.1333e-1
46.00 -0.5626 -1.3860e0 2.5580e0 7.5517e-1
46.50 -0.5140 -1.2730e0 2.4105e0 6.7193e-1
47.00 -0.4513 -1.0989e0 2.0375e0 5.7040e-1
47.50 -0.4008 -9.5935e-1 1.7326e0 4.9306e-1
48.00 -0.3483 -8.0413e-1 1.3644e0 4.1666e-1
48.50 -0.3163 -7.0726e-1 1.1377e0 3.7199e-1
49.00 -0.3005 -6.9862e-1 1.2709e0 3.5049e-1
49.50 -0.2651 -6.2072e-1 1.1656e0 3.0351e-1
50.00 -0.2199 -5.0506e-1 9.1661e-1 2.4601e-1
50.50 -0.1792 -3.9930e-1 6.8891e-1 1.9626e-1
51.00 -0.1534 -3.4387e-1 6.1005e-1 1.6579e-1
51.50 -0.1338 -3.0200e-1 5.4907e-1 1.4317e-1
52.00 -0.1203 -2.7921e-1 5.6518e-1 1.2783e-1
52.50 -0.1073 -2.4732e-1 4.9976e-1 1.1328e-1
53.00 -0.0864 -1.9097e-1 3.5326e-1 9.0198e-2
53.50 -0.0625 -1.2934e-1 2.0731e-1 6.4478e-2
54.00 -0.0441 -8.6633e-2 1.2263e-1 4.5114e-2
54.50 -0.0301 -5.7942e-2 7.5869e-2 3.0523e-2
55.00 -0.0187 -3.5975e-2 4.4682e-2 1.8849e-2
55.50 -0.0108 -2.1303e-2 2.5908e-2 1.0855e-2
56.00 -0.0054 -1.2234e-2 1.6575e-2 5.4499e-3
56.50 -0.0014 -5.8057e-3 1.0723e-2 1.3772e-3
57.00 0.0018 -9.7258e-4 6.6527e-3 -1.7909e-3
57.50 0.0042 2.5025e-3 3.9551e-3 -4.1917e-3
58.00 0.0060 4.9222e-3 2.3299e-3 -5.9452e-3
58.50 0.0071 6.4988e-3 1.3888e-3 -7.1163e-3
59.00 0.0079 7.4385e-3 8.6803e-4 -7.8211e-3
59.50 0.0082 7.9437e-3 5.7538e-4 -8.1898e-3
