# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
20.00 inf NaN NaN -1.0000e0
20.50 inf NaN NaN -1.0000e0
21.00 inf NaN NaN -1.0000e0
21.50 inf NaN NaN -1.0000e0
22.00 inf NaN NaN -1.0000e0
22.50 inf NaN NaN -1.0000e0
23.00 inf NaN NaN -1.0000e0
23.50 638.7831 6.2873e2 -1.3557e-10 -1.0000e0
24.00 309.1673 2.9929e2 1.8741e-1 -1.0000e0
24.50 82.9659 7.2977e1 0.0000e0 -1.0000e0
25.00 21.2387 1.1249e1 2.8685e-13 -1.0000e0
25.50 5.0827 -4.9065e0 6.7243e-5 -9.9380e-1
26.00 1.7485 -8.2269e0 7.5694e-2 -8.2597e-1
26.50 1.8374 -7.5633e0 1.3926e0 -8.4077e-1
27.00 1.0975 -6.6322e0 1.0158e0 -6.6629e-1
27.50 -0.4145 -8.4939e0 2.9619e0 5.1360e-1
28.00 -1.5148 -9.7843e0 3.6136e0 3.5484e0
28.50 -1.4868 -9.2449e0 4.3536e0 3.4231e0
29.00 -1.0674 -7.0726e0 2.8772e0 1.9079e0
29.50 -1.2210 -6.5285e0 2.4945e0 2.3906e0
30.00 -1.4552 -6.7125e0 3.5043e0 3.2856e0
30.50 -1.4452 -6.3085e0 3.0443e0 3.2427e0
31.00 -1.4101 -6.0707e0 3.4197e0 3.0964e0
31.50 -1.4959 -6.0347e0 4.1009e0 3.4634e0
32.00 -1.6639 -6.3104e0 4.7191e0 4.2797e0
32.50 -1.5451 -5.6925e0 3.9046e0 3.6883e0
33.00 -1.6260 -5.9237e0 5.4376e0 4.0834e0
33.50 -1.6252 -5.7645e0 5.8794e0 4.0792e0
34.00 -1.4061 -4.7281e0 3.5761e0 3.0801e0
34.50 -1.3539 -4.3487e0 3.0423e0 2.8727e0
35.00 -1.3754 -4.3084e0 3.6157e0 2.9568e0
35.50 -1.2943 -3.8558e0 2.5305e0 2.6485e0
36.00 -1.2827 -3.8080e0 3.0950e0 2.6065e0
36.50 -1.3176 -3.7996e0 3.3522e0 2.7344e0
37.00 -1.3807 -3.8742e0 3.7097e0 2.9777e0
37.50 -1.5253 -4.4381e0 5.9985e0 3.5967e0
38.00 -1.4479 -4.1011e0 5.3623e0 3.2541e0
38.50 -1.3076 -3.4683e0 3.5061e0 2.6974e0
39.00 -1.2650 -3.2890e0 3.3595e0 2.5432e0
39.50 -1.2752 -3.3143e0 3.7298e0 2.5793e0
40.00 -1.2429 -3.1938e0 3.7573e0 2.4657e0
40.50 -1.1819 -2.9803e0 3.5866e0 2.2607e0
41.00 -1.1193 -2.7432e0 3.1043e0 2.0627e0
41.50 -1.0378 -2.5014e0 2.8066e0 1.8230e0
42.00 -0.9780 -2.3302e0 2.7215e0 1.6590e0
42.50 -0.9381 -2.2420e0 2.8409e0 1.5550e0
43.00 -0.8731 -2.0540e0 2.5169e0 1.3944e0
43.50 -0.8087 -1.8946e0 2.3369e0 1.2449e0
44.00 -0.7614 -1.8404e0 2.6771e0 1.1413e0
44.50 -0.7065 -1.6688e0 2.3426e0 1.0269e0
45.00 -0.6813 -1.5931e0 2.2559e0 9.7639e-1
45.50 -0.6563 -1.5670e0 2.4977e0 9.2771e-1
46.00 -0.6213 -1.5444e0 2.9351e0 8.6136e-1
46.50 -0.5694 -1.4276e0 2.7937e0 7.6729e-1
47.00 -0.5001 -1.2344e0 2.3789e0 6.4887e-1
47.50 -0.4439 -1.0782e0 2.0255e0 5.5883e-1
48.00 -0.3846 -9.0050e-1 1.5882e0 4.6908e-1
48.50 -0.3485 -7.9088e-1 1.3243e0 4.1689e-1
49.00 -0.3322 -7.8696e-1 1.4936e0 3.9399e-1
49.50 -0.2937 -7.0227e-1 1.3791e0 3.4133e-1
50.00 -0.2435 -5.7077e-1 1.0845e0 2.7569e-1
50.50 -0.1978 -4.4965e-1 8.1446e-1 2.1875e-1
51.00 -0.1694 -3.8774e-1 7.2335e-1 1.8457e-1
51.50 -0.1481 -3.4229e-1 6.5550e-1 1.5965e-1
52.00 -0.1334 -3.1835e-1 6.8021e-1 1.4270e-1
52.50 -0.1189 -2.8186e-1 5.9979e-1 1.2624e-1
53.00 -0.0952 -2.1570e-1 4.1820e-1 9.9866e-2
53.50 -0.0685 -1.4476e-1 2.4224e-1 7.0942e-2
54.00 -0.0483 -9.6574e-2 1.4285e-1 4.9486e-2
54.50 -0.0329 -6.4468e-2 8.8037e-2 3.3496e-2
55.00 -0.0205 -4.0031e-2 5.1590e-2 2.0747e-2
55.50 -0.0120 -2.3744e-2 2.9709e-2 1.2023e-2
56.00 -0.0062 -1.3791e-2 1.8989e-2 6.1722e-3
56.50 -0.0018 -6.7579e-3 1.2255e-2 1.7791e-3
57.00 0.0016 -1.4675e-3 7.5713e-3 -1.6380e-3
57.50 0.0042 2.3346e-3 4.4667e-3 -4.2227e-3
58.00 0.0061 4.9733e-3 2.6062e-3 -6.1089e-3
58.50 0.0074 6.6911e-3 1.5376e-3 -7.3711e-3
59.00 0.0082 7.7165e-3 9.5112e-4 -8.1342e-3
59.50 0.0086 8.2725e-3 6.2433e-4 -8.5386e-3
